,id,host_id,host_response_rate,host_total_listings_count,host_is_superhost,neighbourhood,property_type,room_type,accommodates,guests_included,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,score
515,9921445,31148752,99.0,354.0,f,Green Lake,Apartment,Entire home/apt,4,1,1.0,1.0,1.0,195.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9959360359999999
516,132160,558743,100.0,2.0,t,Green Lake,Apartment,Entire home/apt,6,2,1.0,2.0,3.0,145.0,135,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
517,2033191,10437300,100.0,1.0,t,Green Lake,Apartment,Entire home/apt,4,2,1.0,2.0,2.0,180.0,55,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9944941999999999
518,8849407,8815032,100.0,1.0,f,Green Lake,Apartment,Private room,2,1,1.0,1.0,1.0,50.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9699878690000001
519,9922335,31148752,99.0,354.0,f,Green Lake,Apartment,Entire home/apt,4,1,1.0,2.0,3.0,160.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.772878885
520,7243974,5720753,100.0,1.0,f,Green Lake,House,Entire home/apt,5,0,1.0,2.0,3.0,140.0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.97605592
521,6490453,4540636,100.0,1.0,f,Green Lake,House,Private room,2,1,1.0,1.0,1.0,140.0,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.978108764
522,4025593,20871317,90.0,1.0,t,Green Lake,Apartment,Private room,2,1,1.0,1.0,1.0,40.0,107,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0.5
523,8556103,45036461,100.0,1.0,f,Green Lake,House,Entire home/apt,2,1,1.0,1.0,1.0,145.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
524,955506,357277,80.0,1.0,f,Green Lake,House,Entire home/apt,4,4,1.0,2.0,2.0,225.0,22,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.989326477
525,9868607,41736327,100.0,1.0,f,Green Lake,Townhouse,Entire home/apt,4,1,1.5,2.0,3.0,325.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.902058721
526,8668073,1963437,100.0,2.0,f,Green Lake,House,Entire home/apt,5,2,2.0,2.0,3.0,199.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8835783000000001
527,790860,4186082,94.88679817905918,1.0,f,Green Lake,Apartment,Entire home/apt,7,5,1.0,3.0,1.0,450.0,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8063561920000001
528,261912,558743,100.0,2.0,t,Green Lake,House,Entire home/apt,4,2,1.0,2.0,2.0,175.0,28,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9623446459999999
529,368403,4186078,100.0,1.0,f,Green Lake,House,Entire home/apt,12,4,3.0,6.0,6.0,550.0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.771601677
530,9878971,17269911,80.0,1.0,f,Green Lake,House,Entire home/apt,7,1,2.0,3.0,5.0,149.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.975265741
531,5602370,11839982,100.0,1.0,f,Green Lake,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,130.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
532,9395217,38805374,78.0,1.0,f,Green Lake,Apartment,Entire home/apt,2,2,1.0,0.0,1.0,85.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.844851315
533,7331079,38407350,94.88679817905918,1.0,f,Green Lake,House,Entire home/apt,4,1,1.0,3.0,3.0,300.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.7740923759999999
534,580182,2854774,100.0,2.0,t,Green Lake,House,Entire home/apt,6,3,1.5,3.0,3.0,79.0,92,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0.976954997
535,8152191,43039185,100.0,1.0,f,Green Lake,House,Private room,2,1,1.0,1.0,1.0,59.0,11,89.0,9.0,9.0,9.0,10.0,10.0,9.0,0.7459529640000001
536,103908,541406,100.0,2.0,f,Green Lake,House,Entire home/apt,2,1,1.0,1.0,1.0,140.0,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9898073079999999
537,783061,4129144,100.0,2.0,t,Green Lake,House,Private room,2,1,1.5,1.0,1.0,60.0,34,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.814941287
538,7901725,27323526,94.88679817905918,1.0,f,Green Lake,House,Entire home/apt,8,1,2.5,3.0,5.0,215.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9813625220000001
539,4968752,25616243,100.0,1.0,t,Green Lake,House,Entire home/apt,5,1,1.5,2.0,2.0,100.0,48,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
540,14386,39377,100.0,3.0,f,Green Lake,House,Private room,2,1,1.5,1.0,1.0,40.0,30,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0.7550118570000001
541,7517215,39385924,50.0,2.0,f,Green Lake,House,Private room,4,1,1.0,1.0,2.0,99.0,3,93.0,9.0,10.0,8.0,9.0,10.0,10.0,0.5
542,1602421,39377,100.0,3.0,f,Green Lake,House,Private room,2,1,1.5,1.0,1.0,45.0,18,93.0,9.0,9.0,10.0,10.0,10.0,10.0,0.968024313
543,3821822,19660469,100.0,1.0,t,Green Lake,Apartment,Entire home/apt,3,1,1.0,1.0,2.0,75.0,78,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8258347509999999
544,6073437,26768070,94.88679817905918,1.0,f,Green Lake,Apartment,Entire home/apt,2,2,1.0,0.0,1.0,119.0,25,96.0,9.0,9.0,10.0,10.0,10.0,10.0,0.9342711570000001
545,7917700,39385924,50.0,2.0,f,Green Lake,House,Private room,2,1,1.0,1.0,2.0,99.0,1,80.0,8.0,10.0,10.0,10.0,10.0,8.0,0.9942953590000001
546,6278181,32546254,100.0,2.0,f,Green Lake,House,Entire home/apt,6,4,1.0,3.0,3.0,225.0,2,90.0,9.0,8.0,10.0,10.0,10.0,9.0,0.909803033
547,4279578,22218808,100.0,1.0,t,Green Lake,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,85.0,47,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
548,9907337,50943410,100.0,1.0,f,Green Lake,Apartment,Entire home/apt,4,1,1.0,2.0,2.0,135.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.909003973
549,1796861,9423731,100.0,2.0,f,Green Lake,House,Entire home/apt,6,6,1.5,3.0,3.0,335.0,14,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.5
550,4211836,8904803,94.88679817905918,1.0,f,Green Lake,House,Private room,2,2,1.0,1.0,1.0,79.0,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.9236161709999999
551,4025954,20873639,100.0,1.0,f,Green Lake,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,90.0,33,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
552,6154478,31926188,100.0,1.0,f,Green Lake,House,Entire home/apt,2,1,1.5,1.0,1.0,111.0,13,94.0,10.0,8.0,10.0,9.0,9.0,9.0,0.858188629
553,84030,292232,94.88679817905918,1.0,f,Green Lake,House,Private room,4,2,1.0,1.0,2.0,110.0,60,88.0,9.0,9.0,10.0,9.0,10.0,9.0,0.993376493
554,4235559,21979271,94.88679817905918,1.0,f,Green Lake,House,Entire home/apt,8,6,2.0,3.0,2.0,325.0,6,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9573774340000001
555,830948,4133860,33.0,2.0,f,Westlake,Apartment,Private room,2,2,1.0,1.0,1.0,85.0,3,100.0,9.0,10.0,10.0,10.0,9.0,9.0,0.990531445
556,3468261,17473989,94.88679817905918,1.0,f,Westlake,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,190.0,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.5
557,10026648,36997320,94.88679817905918,1.0,f,Westlake,Apartment,Entire home/apt,1,1,1.0,1.0,1.0,65.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.938037395
558,9117633,20081759,67.0,1.0,f,Westlake,Condominium,Entire home/apt,4,1,2.0,2.0,2.0,250.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
559,9158383,28110320,94.88679817905918,1.0,f,Westlake,Apartment,Private room,1,1,1.0,1.0,1.0,69.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9945992229999999
560,1145590,4133860,33.0,2.0,f,Westlake,Apartment,Entire home/apt,5,3,2.0,2.0,2.0,400.0,8,76.0,8.0,7.0,8.0,9.0,9.0,8.0,0.883989334
562,9600159,23993115,100.0,1.0,f,Westlake,Apartment,Entire home/apt,6,1,2.0,2.0,3.0,200.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9708172079999999
563,3522409,13784525,81.0,2.0,f,Westlake,House,Entire home/apt,4,2,1.0,1.0,2.0,141.0,29,94.0,10.0,10.0,9.0,9.0,10.0,9.0,0.987312078
564,9492873,46595747,91.0,1.0,f,Westlake,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,85.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.906558633
566,9409233,48789316,100.0,1.0,f,Westlake,House,Entire home/apt,4,1,1.0,1.0,2.0,195.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.951135218
568,5364609,15171111,33.0,1.0,f,Westlake,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,95.0,6,97.0,10.0,8.0,10.0,9.0,9.0,10.0,0.5
569,6629132,34700838,50.0,1.0,f,Westlake,Townhouse,Private room,3,2,1.0,1.0,1.0,122.0,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.99112314
570,5489676,28304516,100.0,2.0,f,Westlake,Apartment,Entire home/apt,4,1,1.0,2.0,2.0,170.0,2,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0.5
571,9347157,48509183,91.0,1.0,f,Westlake,Apartment,Private room,2,1,1.0,1.0,1.0,65.0,4,100.0,9.0,9.0,10.0,10.0,10.0,9.0,0.5
572,10035644,5246897,100.0,1.0,f,Mann,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,90.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
573,8293287,295367,100.0,1.0,f,Mann,House,Private room,2,1,1.0,1.0,1.0,88.0,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9749921559999999
574,910784,1845764,100.0,1.0,f,Mann,House,Entire home/apt,5,4,1.0,2.0,2.0,125.0,132,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.827100277
575,7071222,937951,100.0,5.0,f,Mann,Townhouse,Entire home/apt,5,4,2.0,2.0,2.0,145.0,3,93.0,8.0,9.0,10.0,10.0,10.0,9.0,0.5
576,8687716,8956137,100.0,6.0,f,Mann,House,Entire home/apt,6,1,3.5,3.0,3.0,275.0,2,100.0,9.0,10.0,10.0,10.0,9.0,10.0,0.904898167
577,7430679,38922755,100.0,1.0,f,Mann,Townhouse,Private room,1,1,1.0,1.0,1.0,60.0,7,94.0,9.0,10.0,9.0,9.0,9.0,9.0,0.9460894470000001
578,180939,867039,60.0,2.0,f,Mann,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,95.0,93,94.0,10.0,10.0,10.0,10.0,9.0,10.0,0.5
579,6884604,1414691,100.0,3.0,f,Mann,House,Entire home/apt,2,1,1.0,0.0,1.0,140.0,24,88.0,10.0,10.0,10.0,10.0,9.0,9.0,0.9718395470000001
580,7397476,754810,96.0,10.0,t,Mann,Condominium,Entire home/apt,6,4,2.0,2.0,3.0,250.0,7,97.0,9.0,10.0,9.0,10.0,10.0,10.0,0.808392048
581,1063855,867039,60.0,2.0,f,Mann,House,Entire home/apt,5,3,1.0,2.0,3.0,225.0,11,95.0,9.0,10.0,10.0,10.0,9.0,9.0,0.892248273
582,8865006,20578709,94.88679817905918,1.0,f,Mann,Townhouse,Private room,2,1,1.0,1.0,1.0,60.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
583,8069192,1984006,100.0,1.0,f,Mann,House,Private room,2,2,1.0,1.0,1.0,95.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.819201231
584,2800448,8614915,100.0,1.0,f,Mann,Townhouse,Private room,2,1,1.0,1.0,1.0,65.0,16,94.0,10.0,10.0,10.0,10.0,8.0,9.0,0.7940347190000001
585,9076287,16975412,100.0,2.0,f,Mann,House,Private room,2,1,1.0,1.0,1.0,78.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.997704148
586,7462439,6678025,100.0,1.0,f,Mann,Apartment,Shared room,2,2,1.0,1.0,1.0,59.0,1,80.0,10.0,10.0,10.0,10.0,10.0,8.0,0.8639162779999999
587,8225635,754810,96.0,10.0,t,Mann,Townhouse,Entire home/apt,11,8,3.5,4.0,6.0,400.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.860440671
588,2966415,15135436,80.0,1.0,f,Mann,House,Private room,2,1,1.0,1.0,1.0,55.0,27,90.0,9.0,9.0,9.0,9.0,9.0,9.0,0.7406118509999999
589,4639465,11587678,90.0,1.0,t,Mann,House,Private room,2,2,1.0,1.0,1.0,129.0,14,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9515637159999999
590,7402190,21730644,100.0,2.0,f,Mann,House,Private room,2,1,1.0,1.0,1.0,65.0,28,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0.981007218
591,9448719,12882903,100.0,1.0,f,Mann,House,Private room,2,1,1.0,1.0,1.0,175.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.980792642
592,5670781,5420191,100.0,1.0,f,Mann,House,Entire home/apt,6,1,2.0,3.0,3.0,160.0,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.917786002
593,1905473,9890727,94.88679817905918,1.0,f,Mann,House,Private room,2,1,1.0,1.0,1.0,75.0,6,88.0,10.0,8.0,9.0,10.0,8.0,9.0,0.8219314809999999
594,7266662,398234,94.88679817905918,1.0,f,Mann,House,Private room,2,1,1.0,1.0,1.0,80.0,10,98.0,10.0,10.0,10.0,9.0,9.0,10.0,0.88345015
595,9095510,16975412,100.0,2.0,f,Mann,House,Private room,4,1,1.0,1.0,2.0,109.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.948441863
596,7401854,21730644,100.0,2.0,f,Mann,House,Entire home/apt,2,1,1.0,1.0,1.0,95.0,8,94.0,10.0,10.0,9.0,10.0,9.0,9.0,0.5
597,5174876,26766503,100.0,1.0,t,Mann,House,Entire home/apt,2,2,1.0,0.0,1.0,85.0,54,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.5
598,1256883,5267359,90.0,3.0,f,Mann,Apartment,Entire home/apt,6,4,1.0,2.0,4.0,99.0,66,89.0,9.0,9.0,9.0,10.0,9.0,9.0,0.8685849309999999
599,8072850,9126744,94.88679817905918,1.0,f,Mann,House,Private room,2,2,1.0,1.0,1.0,90.0,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.5
600,6706377,3252192,67.0,1.0,f,Mann,House,Entire home/apt,4,2,1.5,1.0,2.0,73.0,6,92.0,10.0,9.0,10.0,10.0,9.0,10.0,0.984114528
601,9738522,754810,96.0,10.0,t,Mann,House,Entire home/apt,15,11,3.0,5.0,9.0,400.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.850516796
602,2995996,2781551,100.0,3.0,f,Mann,House,Entire home/apt,6,3,2.0,2.0,2.0,170.0,27,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0.971929431
603,6674408,11346794,100.0,2.0,t,Mann,House,Private room,2,2,1.5,1.0,1.0,48.0,45,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9880876540000001
604,6801095,14386120,50.0,1.0,f,Mann,Townhouse,Private room,2,1,2.0,1.0,1.0,90.0,8,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.988852024
605,143704,696788,100.0,1.0,f,Mann,House,Entire home/apt,3,2,1.0,1.0,2.0,82.0,181,95.0,9.0,10.0,10.0,10.0,9.0,9.0,0.9834087490000001
606,9258305,22740411,100.0,1.0,f,Mann,House,Entire home/apt,4,1,1.0,2.0,2.0,250.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.891069412
607,3727017,19039209,94.88679817905918,1.0,f,Mann,House,Entire home/apt,4,4,1.0,2.0,2.0,199.0,3,100.0,10.0,9.0,10.0,10.0,9.0,9.0,0.8660727140000001
608,789966,598892,100.0,1.0,f,Mann,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,105.0,56,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0.9750460390000001
609,6864319,2108094,50.0,2.0,f,Mann,House,Entire home/apt,8,4,2.0,2.0,2.0,250.0,1,80.0,8.0,6.0,10.0,10.0,8.0,4.0,0.995040774
610,1539463,5312600,100.0,1.0,t,Mann,House,Private room,2,1,1.0,1.0,1.0,75.0,30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.937877774
611,9591787,754810,96.0,10.0,t,Mann,Townhouse,Entire home/apt,9,7,2.5,3.0,6.0,250.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9714508059999999
612,10279830,486018,94.88679817905918,1.0,f,Mann,House,Entire home/apt,5,5,1.0,2.0,2.0,175.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8814389109999999
613,1956553,10112910,100.0,1.0,f,Mann,House,Entire home/apt,3,2,1.0,1.0,1.0,95.0,54,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0.9769998790000001
614,7396508,754810,96.0,10.0,t,Mann,Condominium,Entire home/apt,4,2,1.0,1.0,2.0,150.0,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.871558905
615,6272065,15436286,94.88679817905918,1.0,f,Mann,House,Private room,2,1,1.0,1.0,1.0,65.0,12,90.0,9.0,8.0,10.0,10.0,9.0,9.0,0.997042298
616,7072218,36623453,100.0,1.0,f,Mann,Apartment,Entire home/apt,3,1,1.0,1.0,1.0,120.0,8,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.9066179990000001
617,7075948,37101658,100.0,1.0,f,Mann,Townhouse,Entire home/apt,5,1,1.5,2.0,2.0,300.0,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.7396603820000001
618,7543458,27128557,100.0,3.0,t,Mann,Apartment,Entire home/apt,2,0,1.0,1.0,1.0,89.0,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.921338439
619,3769336,18423248,78.0,1.0,f,Mann,House,Entire home/apt,2,1,1.0,1.0,1.0,109.0,46,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0.98632431
620,8666707,45189332,100.0,1.0,f,Mann,Apartment,Entire home/apt,3,1,1.0,1.0,1.0,75.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
621,7205443,5267359,90.0,3.0,f,Mann,Apartment,Entire home/apt,6,4,1.0,2.0,3.0,99.0,10,84.0,9.0,9.0,9.0,9.0,8.0,8.0,0.978212953
622,193371,937951,100.0,5.0,f,Mann,House,Entire home/apt,5,4,2.5,3.0,3.0,150.0,25,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.97705996
623,9957555,351623,100.0,1.0,f,Mann,House,Entire home/apt,6,4,1.5,3.0,4.0,175.0,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.975683093
624,6795678,17986403,100.0,1.0,t,Mann,House,Entire home/apt,4,2,1.0,1.0,2.0,120.0,27,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0.9627889390000001
625,9300972,27339584,100.0,2.0,f,Mann,Apartment,Private room,2,1,1.0,1.0,1.0,45.0,1,100.0,10.0,8.0,10.0,10.0,8.0,10.0,0.958187938
626,8047522,754810,96.0,10.0,t,Mann,Townhouse,Entire home/apt,7,4,1.5,2.0,5.0,150.0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.979129314
627,9457328,23093151,100.0,1.0,f,Mann,Apartment,Entire home/apt,4,1,1.0,2.0,2.0,95.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.7505546809999999
628,6576006,27339584,100.0,2.0,f,Mann,Townhouse,Private room,2,0,1.5,1.0,1.0,50.0,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.917811096
629,7971334,20820841,100.0,1.0,f,Mann,House,Private room,2,1,1.0,1.0,1.0,129.0,28,88.0,9.0,9.0,10.0,10.0,9.0,9.0,0.5
630,1984962,8956137,100.0,6.0,f,Mann,House,Entire home/apt,6,1,3.5,3.0,3.0,295.0,22,96.0,9.0,10.0,10.0,10.0,9.0,9.0,0.831725121
631,9292039,5267359,90.0,3.0,f,Mann,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,99.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8668566940000001
632,6661617,5946086,90.0,1.0,f,Mann,House,Entire home/apt,6,6,2.5,2.0,3.0,175.0,17,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9943304059999999
633,8848854,6758953,100.0,1.0,f,Mann,House,Entire home/apt,5,6,2.0,2.0,3.0,150.0,1,80.0,10.0,10.0,10.0,10.0,8.0,8.0,0.914453387
634,3251069,2108094,50.0,2.0,f,Mann,House,Private room,2,1,1.0,1.0,1.0,109.0,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9950615759999999
635,4111137,5079733,100.0,1.0,f,Mann,Apartment,Entire home/apt,4,2,1.0,1.0,2.0,85.0,15,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0.99399364
636,4760472,6047879,90.0,1.0,f,Mann,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,80.0,35,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0.954753757
637,8968925,8540901,40.0,1.0,f,Mann,House,Private room,4,1,2.5,1.0,2.0,115.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9042295220000001
638,3293438,16639011,100.0,1.0,f,Mann,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,85.0,88,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.9427285190000001
639,9210978,43014741,100.0,1.0,f,Madrona,House,Entire home/apt,4,1,2.0,2.0,2.0,200.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.885268807
640,3319386,8110932,94.88679817905918,1.0,t,Madrona,Apartment,Private room,2,0,1.0,1.0,1.0,169.0,42,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9392588140000001
641,7717813,40550531,100.0,1.0,f,Madrona,House,Entire home/apt,4,4,1.0,1.0,2.0,130.0,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.947937965
642,5578943,26630462,100.0,1.0,t,Madrona,House,Private room,2,2,1.0,1.0,1.0,79.0,36,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9544538859999999
644,4271221,22176009,90.0,1.0,t,Madrona,House,Private room,2,1,1.0,1.0,1.0,80.0,78,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.976070166
645,6358605,26737345,94.88679817905918,1.0,f,Madrona,Apartment,Private room,2,1,1.0,1.0,1.0,66.0,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9654172659999999
646,1439237,7730805,90.0,2.0,t,Madrona,House,Private room,2,2,1.0,1.0,1.0,97.0,58,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.968411088
647,7775167,9763076,88.0,1.0,t,Madrona,House,Private room,2,1,1.0,1.0,1.0,58.0,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
648,7437784,4143171,100.0,2.0,t,Madrona,House,Private room,2,2,1.0,1.0,1.0,125.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
649,9628972,49799519,50.0,1.0,f,Madrona,House,Private room,2,1,1.0,1.0,1.0,50.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.97121793
650,8425013,658155,100.0,13.0,t,Madrona,House,Entire home/apt,10,1,3.5,5.0,7.0,350.0,3,93.0,9.0,10.0,8.0,9.0,9.0,9.0,0.9942059520000001
651,6925807,35935774,94.88679817905918,1.0,f,Madrona,House,Entire home/apt,4,1,1.5,2.0,2.0,375.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
652,7400955,37224930,100.0,2.0,f,Madrona,House,Entire home/apt,6,1,2.0,3.0,5.0,240.0,3,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0.8751993779999999
653,8174389,43141994,94.88679817905918,1.0,f,Madrona,House,Entire home/apt,5,1,1.0,2.0,2.0,189.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.69783622
654,6292452,3431955,94.88679817905918,1.0,f,Madrona,House,Entire home/apt,6,5,3.5,4.0,5.0,250.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
655,9095668,45025312,100.0,1.0,f,Madrona,Apartment,Entire home/apt,2,2,1.0,0.0,1.0,90.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.961436152
656,413733,2057654,100.0,1.0,t,Madrona,House,Entire home/apt,6,2,1.0,2.0,2.0,125.0,31,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.940334558
657,8783900,46041428,100.0,1.0,f,Madrona,Townhouse,Entire home/apt,7,7,1.5,0.0,2.0,155.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.955715895
658,639130,3187723,75.0,1.0,f,Madrona,House,Entire home/apt,8,1,3.0,4.0,5.0,195.0,2,80.0,9.0,7.0,8.0,9.0,10.0,10.0,0.8907127979999999
659,2484067,4143171,100.0,2.0,t,Madrona,House,Private room,3,2,1.0,1.0,2.0,69.0,29,96.0,9.0,10.0,10.0,10.0,10.0,10.0,0.964378715
660,3533112,17787500,94.88679817905918,1.0,f,Madrona,Apartment,Entire home/apt,3,2,1.0,0.0,1.0,200.0,12,93.0,9.0,10.0,10.0,10.0,8.0,9.0,0.91972208
661,2249292,10136334,100.0,2.0,t,Madrona,Apartment,Entire home/apt,4,2,1.0,2.0,2.0,75.0,63,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.964213908
662,7838294,4608651,100.0,1.0,f,Madrona,House,Entire home/apt,5,4,1.0,2.0,3.0,225.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
663,6133354,13042181,100.0,1.0,f,Madrona,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,135.0,26,95.0,9.0,10.0,10.0,10.0,9.0,9.0,0.9550402159999999
664,7987836,1276476,100.0,1.0,f,Madrona,Loft,Entire home/apt,2,1,1.0,1.0,1.0,85.0,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9907622340000001
665,9910025,21223543,100.0,1.0,f,Madrona,Apartment,Entire home/apt,4,2,1.0,2.0,2.0,110.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.81733042
666,7364024,14196478,100.0,1.0,f,Madrona,Townhouse,Entire home/apt,4,3,1.0,1.0,2.0,110.0,10,94.0,10.0,9.0,10.0,10.0,9.0,10.0,0.890533268
667,9362082,406209,100.0,1.0,f,Madrona,House,Entire home/apt,5,1,1.0,2.0,2.0,250.0,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0.97271812
669,7462428,16718874,67.0,1.0,f,Madrona,House,Private room,1,1,1.5,1.0,1.0,50.0,11,89.0,10.0,9.0,9.0,9.0,9.0,9.0,0.5
