,id,host_id,host_response_rate,host_total_listings_count,host_is_superhost,neighbourhood,property_type,room_type,accommodates,guests_included,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,score
1573,7699495,7785901,100.0,3.0,t,First Hill,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,105.0,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9898059370000001
1574,3270492,16537099,100.0,1.0,f,First Hill,Apartment,Private room,2,2,1.0,1.0,1.0,95.0,62,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.982156754
1575,5372156,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,139.0,15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.899585724
1576,2933877,14980831,100.0,9.0,f,First Hill,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,115.0,9,91.0,10.0,10.0,9.0,9.0,10.0,9.0,0.9861997370000001
1577,4943016,3294357,100.0,4.0,f,First Hill,Apartment,Entire home/apt,4,2,1.0,1.0,1.0,185.0,4,90.0,9.0,10.0,10.0,10.0,10.0,9.0,0.9864262340000001
1578,3624990,14980831,100.0,9.0,f,First Hill,Apartment,Entire home/apt,6,1,1.0,2.0,4.0,175.0,18,90.0,10.0,9.0,10.0,10.0,9.0,9.0,0.91614449
1579,7391003,32394807,82.0,1.0,f,First Hill,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,75.0,43,85.0,9.0,9.0,9.0,10.0,10.0,9.0,0.9468704459999999
1580,9922140,41319913,100.0,1.0,t,First Hill,Apartment,Entire home/apt,3,1,1.0,1.0,1.0,85.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9943896529999999
1581,10126199,35324206,100.0,2.0,t,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,129.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9583962559999999
1582,6752031,35354152,100.0,1.0,f,First Hill,Apartment,Private room,2,1,1.0,1.0,1.0,70.0,18,91.0,9.0,10.0,10.0,10.0,10.0,9.0,0.989281654
1583,1815304,9508208,100.0,1.0,f,First Hill,Apartment,Private room,2,0,1.0,1.0,1.0,79.0,139,91.0,9.0,8.0,10.0,10.0,10.0,9.0,0.953099728
1584,10211716,50550045,96.0,6.0,f,First Hill,Apartment,Entire home/apt,6,2,2.0,2.0,2.0,109.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9554851059999999
1585,3793047,1434203,94.88679817905918,1.0,f,First Hill,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,100.0,37,92.0,10.0,9.0,9.0,10.0,10.0,9.0,0.9935490490000001
1586,353039,1787819,93.0,8.0,f,First Hill,Apartment,Entire home/apt,4,1,1.0,1.0,1.0,155.0,18,93.0,10.0,10.0,9.0,9.0,9.0,9.0,0.5
1587,5218550,19962298,100.0,1.0,f,First Hill,Apartment,Private room,2,2,1.0,1.0,1.0,87.0,71,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.970836103
1588,7809494,41112217,100.0,1.0,f,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,165.0,18,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0.96035707
1589,6627403,34689188,100.0,1.0,f,First Hill,Condominium,Private room,2,2,1.5,1.0,1.0,100.0,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9224957229999999
1590,8065715,23312083,76.0,3.0,f,First Hill,Apartment,Private room,2,1,1.0,1.0,1.0,78.0,14,99.0,10.0,9.0,10.0,10.0,10.0,9.0,0.823725343
1591,7431247,33852132,94.88679817905918,1.0,f,First Hill,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,150.0,1,100.0,10.0,10.0,10.0,10.0,8.0,8.0,0.976806045
1592,9460,30832,100.0,2.0,t,First Hill,Bed & Breakfast,Private room,2,1,1.0,1.0,1.0,99.0,240,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.970133185
1593,6993978,10969315,100.0,1.0,f,First Hill,Apartment,Shared room,2,0,1.0,1.0,1.0,80.0,13,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9884114270000001
1594,9979329,50550045,96.0,6.0,f,First Hill,Apartment,Entire home/apt,6,4,2.0,2.0,2.0,185.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8381470440000001
1595,9061868,34779932,100.0,4.0,f,First Hill,Condominium,Entire home/apt,4,2,1.0,2.0,3.0,169.0,2,90.0,9.0,10.0,10.0,10.0,10.0,9.0,0.8797796370000001
1596,1246769,1025723,100.0,3.0,f,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,2.0,129.0,154,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.985747695
1597,1107845,6082692,100.0,1.0,t,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,80.0,55,93.0,9.0,8.0,10.0,10.0,10.0,9.0,0.816981554
1598,1583047,4342525,94.88679817905918,1.0,f,First Hill,Apartment,Entire home/apt,4,4,1.0,1.0,1.0,77.0,6,87.0,10.0,9.0,9.0,9.0,10.0,8.0,0.918191195
1599,7735282,10558142,99.0,7.0,t,First Hill,Apartment,Entire home/apt,3,0,1.0,0.0,1.0,99.0,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.94795084
1600,7710713,7785901,100.0,3.0,t,First Hill,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,119.0,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.28146445800000003
1601,7735313,10558142,99.0,7.0,t,First Hill,Apartment,Entire home/apt,3,0,1.0,0.0,1.0,129.0,31,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9298950429999999
1602,8869027,46246090,100.0,1.0,f,First Hill,Apartment,Entire home/apt,3,1,1.0,1.0,1.0,145.0,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.990086138
1603,9781881,30016584,90.0,1.0,f,First Hill,Condominium,Private room,1,1,0.5,1.0,1.0,250.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
1604,6239907,8736485,100.0,1.0,t,First Hill,Apartment,Private room,2,1,1.0,1.0,1.0,99.0,46,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.94829309
1605,6315269,74305,94.0,34.0,f,First Hill,Apartment,Entire home/apt,4,1,1.0,1.0,2.0,230.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.914137959
1606,9318524,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,109.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8136041159999999
1607,6812415,2082490,100.0,2.0,f,First Hill,Apartment,Shared room,2,1,1.0,1.0,1.0,85.0,16,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.984627604
1608,7118258,9742904,94.88679817905918,1.0,f,First Hill,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,120.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.964021921
1609,8505421,44785869,100.0,1.0,f,First Hill,Apartment,Entire home/apt,4,2,1.0,1.0,2.0,150.0,1,80.0,10.0,10.0,10.0,10.0,10.0,8.0,0.96553719
1610,6246861,10558142,99.0,7.0,t,First Hill,Apartment,Entire home/apt,3,2,1.0,0.0,1.0,115.0,71,94.0,9.0,10.0,10.0,10.0,10.0,9.0,0.9562295679999999
1611,7828222,2775464,90.0,2.0,f,First Hill,Apartment,Entire home/apt,4,2,1.0,1.0,1.0,130.0,3,93.0,10.0,9.0,9.0,10.0,10.0,10.0,0.5
1612,7533901,34779932,100.0,4.0,f,First Hill,Condominium,Entire home/apt,4,2,1.0,1.0,1.0,129.0,3,87.0,9.0,10.0,10.0,10.0,9.0,9.0,0.983401775
1613,3803947,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,129.0,55,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.7526739240000001
1614,2943860,14980831,100.0,9.0,f,First Hill,Apartment,Entire home/apt,6,1,2.0,1.0,4.0,195.0,14,90.0,9.0,10.0,10.0,10.0,9.0,9.0,0.5
1615,7388225,4730169,100.0,2.0,f,First Hill,Apartment,Entire home/apt,4,1,2.0,2.0,2.0,500.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.942606568
1616,2620429,30832,100.0,2.0,t,First Hill,Apartment,Entire home/apt,5,1,2.0,2.0,3.0,195.0,84,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9165555240000001
1617,5036739,25999682,94.88679817905918,1.0,f,First Hill,Apartment,Entire home/apt,4,1,1.0,0.0,1.0,250.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.97956562
1618,2978929,8838512,100.0,1.0,f,First Hill,Apartment,Entire home/apt,3,1,1.0,0.0,1.0,100.0,45,89.0,10.0,9.0,9.0,9.0,9.0,8.0,0.8787872790000001
1619,7699096,7785901,100.0,3.0,t,First Hill,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,110.0,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9756703379999999
1620,4439293,9058822,100.0,8.0,f,First Hill,Apartment,Entire home/apt,4,2,1.0,0.0,2.0,121.0,66,95.0,10.0,10.0,9.0,10.0,10.0,10.0,0.876988888
1621,580815,1787819,93.0,8.0,f,First Hill,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,139.0,11,98.0,10.0,9.0,9.0,10.0,10.0,10.0,0.984054387
1622,5315169,27532846,100.0,1.0,f,First Hill,Apartment,Entire home/apt,4,2,1.0,1.0,2.0,120.0,26,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0.92401588
1623,3906076,20220925,100.0,1.0,t,First Hill,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,110.0,53,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9862555270000001
1624,4566609,16110062,94.88679817905918,1.0,f,First Hill,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,69.0,25,78.0,9.0,8.0,9.0,8.0,9.0,8.0,0.922239065
1625,9304465,15697627,94.88679817905918,1.0,f,First Hill,Apartment,Entire home/apt,2,1,1.0,1.0,2.0,100.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.985400796
1626,1136984,2230478,100.0,2.0,f,First Hill,Apartment,Entire home/apt,4,2,1.0,1.0,2.0,150.0,65,94.0,9.0,9.0,9.0,10.0,10.0,9.0,0.917806625
1627,6494181,14980831,100.0,9.0,f,First Hill,Condominium,Entire home/apt,6,1,1.5,2.0,4.0,215.0,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
1628,4494947,23316438,100.0,2.0,t,First Hill,Apartment,Shared room,2,1,1.0,1.0,1.0,40.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.992845654
1629,9533648,43053036,100.0,1.0,f,First Hill,Apartment,Entire home/apt,3,2,1.0,0.0,1.0,103.0,7,91.0,9.0,10.0,9.0,10.0,10.0,10.0,0.5
1630,284087,721070,100.0,2.0,f,First Hill,Apartment,Entire home/apt,6,4,1.0,2.0,3.0,175.0,75,94.0,10.0,9.0,9.0,10.0,10.0,9.0,0.903667986
1631,2825852,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,139.0,68,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.93505764
1632,8817033,22061910,97.0,3.0,f,First Hill,Condominium,Private room,2,1,1.0,1.0,1.0,66.0,11,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.838804841
1633,9097503,38463938,90.0,1.0,f,First Hill,Apartment,Entire home/apt,2,2,1.0,1.0,2.0,85.0,7,83.0,10.0,8.0,10.0,9.0,10.0,8.0,0.924529433
1634,10211609,50550045,96.0,6.0,f,First Hill,Apartment,Private room,2,1,1.0,1.0,1.0,65.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
1635,1684236,8905591,100.0,1.0,t,First Hill,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,100.0,49,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.961364865
1636,1159226,1787819,93.0,8.0,f,First Hill,Apartment,Entire home/apt,4,1,1.0,2.0,3.0,174.0,14,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0.966726303
1637,9318440,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,5,4,2.0,2.0,2.0,200.0,2,100.0,9.0,10.0,10.0,10.0,10.0,9.0,0.9005415440000001
1638,7884782,10558142,99.0,7.0,t,First Hill,Apartment,Entire home/apt,3,0,1.0,1.0,1.0,120.0,36,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
1639,9236961,48010503,100.0,1.0,f,First Hill,Apartment,Entire home/apt,4,4,2.0,2.0,2.0,90.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.864238501
1640,8065531,23312083,76.0,3.0,f,First Hill,Apartment,Private room,2,1,1.0,1.0,1.0,78.0,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.819041967
1641,8342429,43220022,90.0,1.0,f,First Hill,Apartment,Entire home/apt,3,1,1.0,0.0,1.0,99.0,8,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.5
1642,2149219,1787819,93.0,8.0,f,First Hill,Apartment,Entire home/apt,4,1,1.0,1.0,2.0,174.0,13,92.0,10.0,10.0,10.0,10.0,9.0,9.0,0.9871817829999999
1643,7678814,9455871,100.0,2.0,f,First Hill,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,110.0,3,93.0,9.0,10.0,10.0,10.0,10.0,10.0,0.983684421
1644,9432322,7612120,100.0,1.0,f,First Hill,Apartment,Entire home/apt,1,1,1.0,0.0,1.0,72.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.979564905
1645,4410544,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,4,4,1.0,2.0,2.0,190.0,39,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.911826611
1646,8129676,10100985,75.0,1.0,f,First Hill,Apartment,Entire home/apt,4,2,1.0,0.0,1.0,100.0,6,93.0,9.0,9.0,9.0,10.0,9.0,9.0,0.9712035659999999
1647,4614955,9058822,100.0,8.0,f,First Hill,Apartment,Entire home/apt,5,2,1.0,1.0,3.0,151.0,39,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0.9595549109999999
1648,1043194,3294357,100.0,4.0,f,First Hill,Apartment,Entire home/apt,4,2,1.0,1.0,1.0,175.0,21,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9194320440000001
1649,8385687,22061910,97.0,3.0,f,First Hill,Apartment,Entire home/apt,7,4,2.0,2.0,3.0,250.0,8,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
1650,8579782,14980831,100.0,9.0,f,First Hill,Condominium,Entire home/apt,4,1,1.0,1.0,2.0,140.0,3,93.0,10.0,9.0,9.0,10.0,10.0,9.0,0.913787007
1651,9908825,50550045,96.0,6.0,f,First Hill,Apartment,Entire home/apt,1,2,1.0,0.0,1.0,120.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9949896340000001
1652,9530877,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,2,2,1.0,0.0,1.0,99.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.856577635
1653,8441263,21657753,94.88679817905918,1.0,f,First Hill,Apartment,Entire home/apt,4,2,1.0,1.0,2.0,180.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.959168792
1654,9530788,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,109.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
1655,3394936,14980831,100.0,9.0,f,First Hill,Condominium,Entire home/apt,4,1,1.0,1.0,2.0,140.0,8,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0.991758466
1656,6882518,36063155,100.0,1.0,f,First Hill,Apartment,Entire home/apt,2,2,1.0,1.0,2.0,75.0,16,94.0,9.0,9.0,10.0,10.0,10.0,10.0,0.9252886770000001
1657,4031625,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,129.0,36,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0.82433486
1658,4494948,23316438,100.0,2.0,t,First Hill,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,135.0,33,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0.948953569
1659,4616695,6350194,100.0,1.0,t,First Hill,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,150.0,19,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.991865993
1660,4106041,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,139.0,20,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0.9555637840000001
1661,2532879,4105278,100.0,1.0,t,First Hill,Apartment,Entire home/apt,2,1,1.0,0.0,2.0,110.0,54,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0.961469591
1662,4752817,24526173,100.0,1.0,f,First Hill,Apartment,Entire home/apt,6,4,1.0,2.0,3.0,179.0,57,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0.9827387329999999
1663,6808970,2082490,100.0,2.0,f,First Hill,Apartment,Entire home/apt,3,1,1.0,0.0,2.0,120.0,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,0.980262697
1664,1157083,3294357,100.0,4.0,f,First Hill,Apartment,Entire home/apt,6,4,2.0,2.0,3.0,245.0,18,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0.9571418759999999
1665,6226666,26568979,94.88679817905918,1.0,f,First Hill,Apartment,Entire home/apt,3,3,1.0,1.0,1.0,150.0,2,90.0,10.0,9.0,9.0,9.0,8.0,9.0,0.938120842
1666,9151374,37164701,40.0,4.0,f,First Hill,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,105.0,3,40.0,4.0,6.0,8.0,2.0,8.0,4.0,0.988385141
1667,6807884,8534462,100.0,48.0,t,First Hill,Apartment,Entire home/apt,3,2,1.0,1.0,1.0,209.0,16,96.0,8.0,10.0,10.0,10.0,10.0,9.0,0.5
1668,1761870,7611812,94.88679817905918,1.0,f,First Hill,Apartment,Entire home/apt,2,2,1.0,1.0,1.0,125.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.990633726
1669,6949900,19415602,100.0,1.0,f,Yesler Terrace,Apartment,Entire home/apt,4,2,1.0,0.0,2.0,145.0,11,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0.9745748040000001
1670,5126446,26498843,17.0,2.0,f,Yesler Terrace,Apartment,Entire home/apt,2,0,1.0,0.0,1.0,115.0,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.8592758770000001
1671,8341720,4308027,100.0,3.0,f,Yesler Terrace,Apartment,Private room,2,2,1.0,1.0,1.0,89.0,3,100.0,10.0,8.0,10.0,10.0,9.0,10.0,0.5
1672,8355276,22049520,100.0,1.0,f,Yesler Terrace,Apartment,Entire home/apt,3,2,1.0,0.0,1.0,65.0,14,87.0,9.0,8.0,10.0,10.0,9.0,8.0,0.5
1673,7920539,27122439,100.0,2.0,f,Yesler Terrace,Apartment,Entire home/apt,6,2,1.0,3.0,3.0,165.0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9780668020000001
1674,7598743,33065911,100.0,2.0,f,Yesler Terrace,Condominium,Entire home/apt,4,2,1.0,1.0,1.0,180.0,16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.944992959
1675,7916754,4283892,100.0,1.0,f,Yesler Terrace,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,140.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.88664484
1676,7956227,41958382,67.0,1.0,f,Yesler Terrace,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,100.0,7,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0.948141456
1677,4706111,20803374,100.0,1.0,f,Yesler Terrace,House,Entire home/apt,4,2,1.5,2.0,2.0,179.0,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.796242476
1678,8016309,37720556,90.0,1.0,f,Yesler Terrace,Apartment,Shared room,2,1,1.0,1.0,1.0,65.0,16,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0.5
1679,5793477,30055689,67.0,1.0,f,Yesler Terrace,Apartment,Private room,1,1,1.0,1.0,1.0,75.0,19,89.0,9.0,9.0,9.0,9.0,9.0,9.0,0.9588573579999999
1680,2926776,2121640,78.0,1.0,f,Yesler Terrace,Apartment,Entire home/apt,4,1,1.0,1.0,2.0,150.0,7,94.0,9.0,9.0,10.0,10.0,9.0,9.0,0.5
1681,8443258,4308027,100.0,3.0,f,Yesler Terrace,Apartment,Entire home/apt,5,4,2.0,2.0,2.0,169.0,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9451382159999999
1682,7577073,204975,94.88679817905918,1.0,f,Yesler Terrace,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,112.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.865058422
1683,6838418,34959604,100.0,1.0,f,Yesler Terrace,Apartment,Private room,2,1,1.0,1.0,1.0,68.0,40,93.0,9.0,9.0,9.0,9.0,9.0,9.0,0.5
1684,6852243,4308027,100.0,3.0,f,Yesler Terrace,Apartment,Private room,2,2,1.0,1.0,1.0,89.0,6,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.97304529
1685,9317101,22061910,97.0,3.0,f,Yesler Terrace,Condominium,Private room,2,1,1.0,1.0,1.0,70.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.943115354
1686,6555128,9858405,100.0,1.0,f,Pioneer Square,Apartment,Entire home/apt,4,1,1.0,1.0,2.0,160.0,32,91.0,10.0,10.0,9.0,10.0,9.0,9.0,0.9671807290000001
1687,6228959,1319017,67.0,1.0,f,Pioneer Square,Apartment,Entire home/apt,4,0,1.0,1.0,2.0,128.0,22,78.0,8.0,8.0,9.0,9.0,9.0,8.0,0.5
1688,8446689,23709757,100.0,2.0,t,Pioneer Square,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,249.0,4,95.0,10.0,9.0,10.0,10.0,9.0,10.0,0.242649555
1689,8064351,42591641,100.0,1.0,f,Pioneer Square,Apartment,Shared room,1,1,1.0,1.0,1.0,50.0,14,94.0,9.0,9.0,10.0,10.0,9.0,9.0,0.9824850559999999
1690,6662639,11401309,100.0,1.0,f,Pioneer Square,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,175.0,4,95.0,9.0,9.0,10.0,10.0,10.0,9.0,0.775589764
1691,3273240,13697241,100.0,2.0,t,Pioneer Square,Apartment,Entire home/apt,2,2,1.0,0.0,1.0,250.0,35,99.0,10.0,10.0,10.0,10.0,9.0,9.0,0.9453992840000001
1692,5957039,68389,100.0,1.0,f,Pioneer Square,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,110.0,14,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
1693,3449059,6372203,99.0,7.0,f,Pioneer Square,Apartment,Entire home/apt,4,1,1.0,1.0,2.0,144.0,92,85.0,9.0,9.0,9.0,9.0,8.0,9.0,0.977353334
1694,789229,1872473,100.0,1.0,f,Pioneer Square,Apartment,Entire home/apt,4,4,1.0,1.0,1.0,149.0,45,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0.938661695
1695,4008373,8534462,100.0,48.0,t,Pioneer Square,Apartment,Entire home/apt,5,4,1.0,2.0,2.0,350.0,26,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.760922551
1696,5913611,12433067,94.88679817905918,1.0,f,Pioneer Square,Apartment,Entire home/apt,2,1,1.5,0.0,1.0,95.0,11,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0.9645317790000001
1697,8310576,12590022,100.0,1.0,f,Pioneer Square,Condominium,Private room,2,0,1.0,1.0,1.0,120.0,10,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.5
1698,4811583,24689607,96.0,19.0,f,Pioneer Square,Apartment,Entire home/apt,4,1,1.0,1.0,2.0,199.0,4,80.0,8.0,10.0,7.0,8.0,10.0,10.0,0.5
1699,3333971,6372203,99.0,7.0,f,Pioneer Square,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,145.0,99,87.0,9.0,9.0,9.0,9.0,9.0,9.0,0.94681102
1700,4226386,21933958,100.0,1.0,t,Pioneer Square,Condominium,Shared room,1,1,1.0,1.0,1.0,75.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.93333292
1701,3497530,10372748,64.0,10.0,f,Pioneer Square,Apartment,Entire home/apt,4,1,1.0,1.0,3.0,350.0,1,100.0,8.0,10.0,4.0,6.0,10.0,10.0,0.5
1702,8338155,41925688,100.0,1.0,f,Pioneer Square,Apartment,Entire home/apt,2,1,1.0,0.0,1.0,65.0,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
1703,1080097,5941255,100.0,1.0,f,Pioneer Square,Loft,Private room,5,2,1.0,1.0,3.0,149.0,100,93.0,9.0,10.0,10.0,10.0,9.0,9.0,0.9206672909999999
1704,4593740,23316664,100.0,2.0,t,Pioneer Square,Apartment,Entire home/apt,3,3,1.0,1.0,1.0,150.0,80,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.81010592
1705,6747473,35326299,100.0,1.0,t,Pioneer Square,Apartment,Entire home/apt,3,2,1.0,1.0,2.0,150.0,40,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
1706,3821663,6372203,99.0,7.0,f,Pioneer Square,Apartment,Entire home/apt,2,1,1.0,1.0,1.0,160.0,74,88.0,9.0,9.0,9.0,9.0,9.0,9.0,0.886375606
1707,5021969,6372203,99.0,7.0,f,Pioneer Square,Apartment,Entire home/apt,3,1,1.0,1.0,2.0,170.0,42,87.0,9.0,9.0,9.0,9.0,8.0,8.0,0.5
1708,4574039,23709757,100.0,2.0,t,Pioneer Square,Loft,Entire home/apt,3,1,1.0,1.0,2.0,300.0,44,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0.5
1709,4105164,20695413,100.0,2.0,t,Gatewood,House,Private room,2,1,1.0,1.0,1.0,59.0,53,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.755424619
1710,2865992,14649444,50.0,1.0,t,Gatewood,House,Private room,2,1,1.0,1.0,1.0,88.0,55,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.96848309
1711,1205666,6584748,100.0,2.0,t,Gatewood,House,Private room,2,2,1.5,1.0,1.0,75.0,146,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8166522979999999
1712,5651254,2419057,94.88679817905918,1.0,f,Gatewood,House,Private room,2,1,1.0,1.0,1.0,95.0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.970652521
1713,1594412,1288618,94.88679817905918,1.0,f,Gatewood,House,Private room,2,1,1.0,1.0,1.0,125.0,2,90.0,9.0,10.0,10.0,10.0,10.0,10.0,0.5
1714,7717653,32020176,100.0,1.0,f,Gatewood,House,Entire home/apt,6,1,1.0,4.0,4.0,245.0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.5
1715,4808896,24768603,100.0,1.0,f,Gatewood,House,Entire home/apt,6,1,1.5,2.0,3.0,153.0,8,95.0,9.0,10.0,10.0,10.0,10.0,10.0,0.9567483659999999
1716,7533537,6645576,100.0,1.0,f,Gatewood,Apartment,Entire home/apt,2,2,1.0,0.0,1.0,85.0,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.975605607
